iter	Passed	Remaining
860	1855	299
861	1857	297
862	1859	295
863	1867	293
864	1868	291
865	1870	289
866	1871	287
867	1874	285
868	1876	282
869	1877	280
870	1879	278
871	1880	276
872	1882	273
873	1885	271
874	1887	269
875	1889	267
876	1891	265
877	1893	263
878	1895	260
879	1897	258
880	1900	256
881	1902	254
882	1904	252
883	1906	250
884	1908	247
885	1909	245
886	1912	243
887	1914	241
888	1916	239
889	1918	237
890	1920	234
891	1922	232
892	1923	230
893	1925	228
894	1927	226
895	1928	223
896	1931	221
897	1933	219
898	1934	217
899	1937	215
900	1939	213
901	1941	210
902	1943	208
903	1945	206
904	1947	204
905	1950	202
906	1951	200
907	1952	197
908	1953	195
909	1954	193
910	1956	191
911	1957	188
912	1958	186
913	1960	184
914	1962	182
915	1965	180
916	1966	178
917	1969	175
918	1972	173
919	1973	171
920	1975	169
921	1976	167
922	1978	165
923	1979	162
924	1981	160
925	1983	158
926	1985	156
927	1986	154
928	1988	151
929	1990	149
930	1993	147
931	1994	145
932	1996	143
933	1998	141
934	2000	139
935	2002	936	1987	133
937	1990	131
938	1992	129
939	1995	127
940	1997	125
941	1999	123
942	2001	120
943	2002	118
944	2003	116
945	2007	114
946	2008	112
947	2010	110
948	2011	108
949	2013	105
950	2015	103
951	2017	101
952	2018	99
953	2020	97
954	2022	95
955	2023	93
956	2025	91
957	2026	88
958	2027	86
959	2035	84
960	2036	82
961	2037	80
962	2038	78
963	2040	76
964	2041	74
965	2042	71
966	2043	69
967	2044	67
968	2046	65
969	2047	63
970	2049	61
971	2050	59
972	2051	56
973	2053	54
974	2055	52
975	2056	50
976	2058	48
977	2059	46
978	2061	44
979	2062	42
980	2064	39
981	2065	37
982	2066	35
983	2067	33
984	2069	31
985	2070	29
986	2071	27
987	2072	25
988	2073	23
989	2075	20
990	2075	18
991	2083	16
992	2084	14
993	2085	12
994	2086	10
995	2087	8
996	2088	6
997	2089	4
998	2091	2
999	2092	0
78	0

